drug_id	smiles
drug_342	CC1=CC(=CC=C1)O
drug_16630	C1C(OC(=N1)N)C2=CC=CC=C2
drug_26710	CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3]
drug_19654	OCl(=O)=O
drug_28558	CNCC(C(=O)O)N
drug_10458226	CC1(CCC(C2=CC3=C(C=C21)N=C(C4=C(N3C)C5=CC=CC=C5C=C4)C6=CC=C(C=C6)C(=O)O)(C)C)C
drug_227	C1=CC=C(C(=C1)C(=O)O)N
drug_160705	COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@@H](CC4=CC5=C(C=C24)OCO5)COC3=O
drug_5565	C(CNCCNCCN)N
drug_57336812	CN1CCN(CC1)C2=CC=CC(=C2)NC3=NN4C=CC=C(C4=N3)C5=CC=C(C=C5)S(=O)(=O)C
drug_2007	C1C(ON=C1Cl)C(C(=O)O)N
drug_40813	C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
drug_53315878	CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)N5CCC(CC5)(F)F
drug_96710	COC1=CC=CC2=C3C4=C(C=C21)NC(=O)C4=CC5=C3OCO5
drug_688586	COC1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F
drug_16129703	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H]2C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)[C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC7=CN=CN7)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC8=CC=CC=C8)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N9CCC[C@H]9C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C
drug_3393	CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
drug_154256	CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O
drug_114982	C1=CC=C(C=C1)COC2=CC3=C(C=C2)N=C4C=CC(=O)C=C4O3
drug_44152182	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)N)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)[C@H](C)O)CC1=CC=CC=C1)[C@@H](C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O
drug_135398654	C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O
drug_131211	CCOC(=O)[C@H](CS)NC(=O)C(C)(C)CO[N+](=O)[O-]
drug_89768286	COC1=C(C=C(C=C1)Cl)S(=O)(=O)NC2=CN=CC(=C2)C(=O)N
drug_24913	COP(=O)(C1=CC=CC=C1)O
drug_54752945	CCCCCN1C=C(C2=CC=CC=C21)C(=O)NC3=CC=CC4=CC=CC=C43
drug_6496	C=CS(=O)(=O)C=C
drug_5277135	CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O
drug_44814423	CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl
drug_5411	CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
drug_60910	COP(=O)(C(C1=CC=C(C=C1)Cl)OP(=O)(OC)OC)OC
drug_49836093	C1[C@]2(C3=CC=CC=C3N(C2=O)CC4=CC=C(O4)C(F)(F)F)C5=CC6=C(C=C5O1)OCO6
drug_30541	CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
drug_3068	CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6CC(=O)OC6)O)CO)O)O)O)O
drug_42923	CC1=NN(C(=O)C1)CCOC2=CC3=CC=CC=C3C=C2
drug_189729	C1C[C@H](N(C1)C(=O)[C@H](CCCCN)OP(=O)(CCCCC2=CC=CC=C2)O)C(=O)O
drug_91758695	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C/C(=N\O)/CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
drug_9878646	C1C(C(=O)NC(=O)C1O)N2C(=O)C3=CC=CC=C3C2=O
drug_2790	C1=CC(=CC=C1CN=C(N)SCCCC2=CN=CN2)Cl
drug_7103	C1=CC=C(C=C1)C2=CC=C(C=C2)O
drug_16886	C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
drug_41774	C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO
drug_516900	[O-]Cl(=O)(=O)=O.[K+]
drug_10337	C(C(CO)Cl)O
drug_15074	C1=CN=CC=C1C(=O)N
drug_11629212	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OC/C=C/C4=CC=C(C=C4)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
drug_12118082	CCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(=C3)/C=C/C)C(=O)[C@@]2(OC1=O)C
drug_7207	CC1=C(C=CC(=C1)Cl)OCCCC(=O)O
drug_95715	C1CN1C2=CC(=O)C(=CC2=O)N3CC3
drug_11707967	CCCCCCCCCCCCCCCC(=O)N[C@@H](CSC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(=O)N[C@@H](CCC(=O)NCCS(=O)(=O)[O-])C(=O)NCCS(=O)(=O)[O-].[Na+].[Na+]
drug_130345	CC1=C(CCC1=O)NC2=CC=C(C=C2)C3=NNC(=O)CC3
drug_5281912	CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O)O
drug_3053	C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O
drug_54585	C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O
drug_44631848	C1CCC(CC1)NC2=NC(=NC(=N2)C(N)S)N3CCNCC3
drug_1922	CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=CC=C3
drug_23665730	CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[Na+]
drug_5363074	CC1=CC2C3(CC1)COC(=O)/C=C/4\CCOC(C4O)(/C=C/C=C\C(=O)OC5C3(C6(CO6)C(C5)O2)C)C(C)O
drug_1223	CCC12CCN(C(C1(C)C)CC3=C2C=C(C=C3)O)CC4(CC4)O
drug_9819225	CC(=CCC1=C(C=C(C(=C1O)C(=O)O)/C=C/C2=CC=CC=C2)OC)C
drug_16224745	CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4
drug_132932	COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)F)C3=CC=C(C=C3)S(=O)C
drug_17522	COP(=S)(OC)OC1=CC=C(C=C1)C#N
drug_5323	COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC
drug_121892	CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
drug_6018	CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
drug_148198	C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl
drug_38521	C1CCC2(CC1)OCC(O2)CN=C(N)N
drug_93004	C1CC2C3C(C1O2)C(=O)OC3=O
drug_1188	C1=NC2=C(N1)C(=O)NC(=O)N2
drug_9301	CN1CCC=C(C1)C(=O)OC.Br
drug_3003	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
drug_2879	CC1=CC=C(C=C1)O
drug_51000408	CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C(=O)NC3=CC=CC=C3)N
drug_90488861	C1=CC(=C(N=C1)C(=O)O)O.C1=CC(=C(N=C1)C(=O)O)O.[O-][V]=O
drug_5360480	C/C(=N/N=C(N)N)/C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)/C(=N\N=C(N)N)/C.CS(=O)(=O)O.CS(=O)(=O)O
drug_5637	C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N
drug_5281875	CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C
drug_4835	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
drug_1233	C1=C(ONC1=O)C(C(=O)O)N
drug_6116	CC(=O)[O-].CC(=O)[O-].[Ca+2]
drug_6329	CN
drug_123726	C(CSCC(CS)C(=O)O)N=C(N)N
drug_65575	C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O
drug_7291	C(C(CS)O)O
drug_252682	CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
drug_84046	CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCNCCCCN)O
drug_71602	CC(=O)NNC(=O)C1=CC=NC=C1
drug_91392493	CCOC(=O)CN(C1=CC=CC=C1C=O)S(=O)(=O)C2=CC=CC=C2
drug_31202	CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-]
drug_3195	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2
drug_9826744	CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2C[C@@H](C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4
drug_133002	CC(C1=CC=C(C=C1)Br)C(=O)OC2CC3CCC(C2)N3C
drug_5320083	CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C
drug_68770	CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O
drug_991	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
drug_2972	CC1=C(C(=O)C=CN1C)O
drug_52947057	C[C@H]1[C@@H]2CCC3=C([C@]2(CCC1=O)C)C(=O)C[C@]4([C@H]3CC[C@@H]4[C@H](C)CCC(=C)C(C)C(=O)OC)C
drug_71301229	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O.C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4]
drug_5231	CC(=O)NC(C(=O)O)C(C)(C)SN=O
drug_14322	CC1=CC(=CC=C1)OC(=O)NC
drug_133728	C[C@]12CCC3=C([C@@H]1CCC2=O)C=CC4=C3C=CC(=C4O)O
drug_5358645	C[C@H]([C@H]1/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2(C5(CCC6([C@H]([C@H]5O3)O6)C)COC(=O)[C@@H]7[C@](O7)([C@H](CO1)O)C)C)CO4)O
drug_12228	CN=C=O
drug_12968	CCCN(CCC)C(=O)SCC
drug_10718000	CC/C=C\C=C/C(=O)N/C=C/C[C@H]1C[C@H]2C[C@@H](C[C@@H](O2)CC3=C(C(=CC=C3)O)C(=O)O1)O
drug_131627	C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=C(C=C3)N(CC4=CC=C(C=C4)C(=O)O)CC5=CC(=CC=C5)F
drug_11644425	C1=CC(=CC=C1NC2=C3C(=NC=NC3=NN2)N)F
drug_62959	C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
drug_5379096	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)O
drug_999	C1=CC=C(C=C1)CC(=O)O
drug_31423	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2
drug_72323	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC
drug_5284402	CC1(C2=C(C=CC(=C2)C3=NNC(=O)CC3)NC1=O)C
drug_72120	C(C(=O)O)O.[NH2-].[NH2-].[Pt+2]
drug_1069686	CCOC1=CC=C(C=C1)NC2=NC(=CS2)C3=C(N=C4N3C=CC=C4)C
drug_191552	C[C@@H](C(=O)N[C@H](CCC(=O)OC)C(=O)OC)NC(=O)C(C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O)NC(=O)C
drug_24850296	COC(=O)C[C@@]1(C(=O)C2=C(C=C(C=C2O[C@@]1(C3=CC(=C(C=C3)O)O)OC)O)O)O
drug_93075	CC1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@H](O2)O)O)O
drug_3830	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
drug_9874874	CCN(CC)CC1=CC(=C(C=C1)OCC[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3[C@@H](CC5=C4C=CC(=C5)O)C)C)OC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
drug_91656	CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O
drug_7881	CCCCOP(=O)(O)OCCCC
drug_979	C1=CC(=CC=C1CC(=O)C(=O)O)O
drug_16759173	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+]
drug_5360835	[Ga]
drug_6815	CCCC(C1=CC(=C(C=C1C)O)C(C)(C)C)C2=CC(=C(C=C2C)O)C(C)(C)C
drug_5853	COP(=O)(C(C(Cl)(Cl)Cl)O)OC
drug_71306795	CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)NC(C(=O)N([C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N([C@@H](C(=O)N([C@H](C(=O)N([C@@H](C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
drug_24642	Cl[Tl]
drug_54094439	C#CC1=CC2=CC=CC3=C2C4=C(C=CC=C14)C=C3
drug_89594	CN1CCC[C@H]1C2=CN=CC=C2
drug_458010	CC1([C@H](O1)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C
drug_13241283	CC1(CCCC2(C1C=O)COC(=O)C34C2C(CC(C3)C(=C)C4=O)O)C
drug_6433095	CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC
drug_3517	C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
drug_7381	CC(C)(C)C1=CC(=C(C=C1)O)O
drug_129710	CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C
drug_9960701	CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
drug_31369	C=CC(=C)Cl
drug_11520894	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OP(=O)(C)C)C)/C)O)OC)C)C)/C)OC
drug_4247	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCN
drug_135566083	CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4.CS(=O)(=O)O
drug_441308	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
drug_10547208	CCCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=C(C4=CC=CC=C43)OC
drug_10367	C1=CC(=NC(=C1)C(=O)O)C(=O)O
drug_14449	CC1[C@H](C(C([C@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CCC4C3CC[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)C=O)O)OC)O
drug_130315	C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(COC(=O)CN)O)(C)CO)O.Cl
drug_65368	C1=CC=C(C=C1)OS(=O)(=O)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)S(=O)(=O)OC5=CC=CC=C5
drug_5281575	COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=O)O2)OC
drug_108214	CC(=O)NC1=C(NC(=O)N(C1=O)C)NC=O
drug_6918788	COC1=C(C=CC(=C1)/C=C(\C#N)/C(=O)NC2=NN=C(S2)C(F)(F)F)OCC3=C(C=C(C=C3)C(F)(F)F)C(F)(F)F
drug_10422	C1CNC1
drug_5918	C1=CN=CC(=C1N)N
drug_176489	C[C@]1(CC[C@H]2[C@H]1C[C@H]3[C@H](CC2=C)OC(=O)C3=C)O
drug_71266	CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=C(NC4=CC=CC(=C34)C2=C1)Br)C
drug_7725	CC1=CC=C(C=C1)C=O
drug_14888	[O-2].[O-2].[O-2].[As+3].[As+3]
drug_119387	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OCCCCO[N+](=O)[O-]
drug_129734996	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N.Cl
drug_9207	C1=CC=C2C=NN=CC2=C1
drug_164085	CC1=NC2=NC=C(N=C2C(=N1)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
drug_7019	C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N
drug_8028	C1CCOC1
drug_33036	CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2
drug_135659054	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.C1=C(C(=O)NC(=O)N1)F.[NH2-].[NH2-].Cl[Pt+2]Cl
drug_5943	C(Cl)(Cl)(Cl)Cl
drug_5281881	C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
drug_18064	CSS(=O)(=O)C
drug_6710	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N
drug_3474	C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
drug_2693	CN1C(=O)C2(N(C(=O)C1(SS2)CC3=CN(C4=CC=CC=C43)C56CC78C(=O)N(C(C(=O)N7C5NC9=CC=CC=C69)(SS8)CO)C)C)CO
drug_24906289	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+]
drug_54676038	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
drug_49864204	CCCCCCCC1=CC=C(C=C1)CCC2=C(C(=CC=C2)O)C(=O)O
drug_6322	C(C[C@@H](C(=O)O)N)CN=C(N)N
drug_9874560	CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C.C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O
drug_6918811	COC(=O)N[C@@H](CCSC)C(=O)OC1=CC=C(C=C1)NC2=NC3=C(S2)C(=O)C4=CC=CC=C4C3=O
drug_3032791	COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC
drug_54682651	CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(C3=CC=CC=C3OC2=O)O
drug_71773126	C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O
drug_501640	CCCCCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
drug_12000797	CC(=O)N1CCC(CC1)NC(=O)NC23CC4CC(C2)CC(C4)C3
drug_4284	CCN(CC)C(=O)C1=CC=CC(=C1)C
drug_9888484	CO[C@@H](CC1=CC=C(C=C1)OCCCOC2=CC=C(C=C2)OC3=CC=CC=C3)C(=O)O
drug_81423	C1=CC2=C(C=C1N)NN=C2
drug_1816834	CCN(CC)CCNC(=O)C1=CC=CC=C1I
drug_136068412	CC1=C(C(=C(C(=N1)N=NC2=C(C=CC(=C2)[N+](=O)[O-])Cl)COP(=O)([O-])[O-])C=O)O.[Na+].[Na+]
drug_16404350	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N[C@@H](C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
drug_9815538	C[C@H]1CC(=N[C@H]2[C@@H]1[C@H]2Cl)N.Cl
drug_6038	C1=CC=C2C(=C1)C=CC(=O)N2
drug_11247	CC(=O)[O-].[Tl+]
drug_8612	CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl
drug_6918473	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H]([C@H](C1=CC=CC=C1)NC(=O)C2=CC=CC=C2)C(=O)O[C@H]3C[C@]4([C@H]([C@H]5[C@@]([C@H](C[C@@H]6[C@]5(CO6)OC(=O)C)O)(C(=O)[C@@H](C(=C3C)C4(C)C)OC(=O)C)C)OC(=O)C7=CC=CC=C7)O
drug_60149	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
drug_5243	C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O
drug_24844	O.O.[Cl-].[Cl-].[Ca+2]
drug_56829429	C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.O
drug_5496	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
drug_65827	CCS(=O)(=O)OC1=CC2=C(C=C1)C(=C(C(=O)O2)C)C
drug_154417	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3
